0.138669 0.0930838
0.0563256 0.0684206
0.0402012 0.0554814
0.043419 0.0681071
0.0314873 0.056611
0.0285848 0.0514976
0.0263995 0.0489332
0.0320198 0.0527302
0.0336412 0.0490734
0.025615 0.0500745
0.0280796 0.0537899
0.0326121 0.051407
0.0334309 0.0511114
0.0290294 0.0540821
0.0282083 0.0555983
0.0291551 0.0546636
0.0992038 0.0940927
0.0564676 0.0680408
0.0414142 0.0725907
0.0344866 0.0535227
0.0315561 0.0598438
0.0406047 0.0472976
0.0369303 0.0521366
0.0332502 0.0489836
0.0258084 0.0486212
0.0279256 0.053031
0.0345146 0.0560026
0.0327022 0.0561059
0.0283503 0.0584098
0.0332646 0.054095
0.0282681 0.0520506
0.0349191 0.0596694
0.0977784 0.0910947
0.0560194 0.0705418
0.0440015 0.0590211
0.0345462 0.0533264
0.0300091 0.0597042
0.0317999 0.0593796
0.0341814 0.0536162
0.0351889 0.0487722
0.0273089 0.0482592
0.0260129 0.0496627
0.0264827 0.0545797
0.0296817 0.0543386
0.026406 0.0543511
0.0340216 0.0557142
0.0275874 0.0549963
0.0304285 0.0653047
0.103764 0.101599
0.0569458 0.0680236
0.0423778 0.0580081
0.0388623 0.051942
0.0313883 0.0505107
0.0294297 0.0593719
0.0294568 0.053734
0.0282387 0.054584
0.0325563 0.0486915
0.0265666 0.0484045
0.0270491 0.0488375
0.026967 0.0506041
0.0280203 0.0515525
0.0295798 0.0513878
0.0343891 0.0566796
0.0295941 0.0586949
0.102257 0.10116
0.0576672 0.0651261
0.0423598 0.0569
0.0332175 0.0636778
0.0394097 0.0563857
0.030156 0.0584761
0.0345969 0.0522752
0.0276478 0.0510195
0.032637 0.0475645
0.0274366 0.0596067
0.0312581 0.053298
0.0273033 0.049822
0.027804 0.0535681
0.0284292 0.0563365
0.0290306 0.0577022
0.0411653 0.0557953
0.100413 0.0997754
0.0572873 0.0703857
0.0426701 0.0561303
0.035609 0.0499352
0.0320152 0.0578111
0.0282286 0.0565635
0.0280593 0.0535712
0.0345959 0.0534588
0.0301789 0.0525762
0.0355653 0.0548799
0.028942 0.052016
0.0319582 0.0544646
0.0272496 0.0505164
0.0279476 0.059236
0.0375615 0.0576543
0.0332198 0.0529661
0.102284 0.0963019
0.0570418 0.0703324
0.0423359 0.0581147
0.0343176 0.0509973
0.0313667 0.0581071
0.0296493 0.0550245
0.0360175 0.0544173
0.0363863 0.053751
0.0402405 0.0486877
0.0265457 0.0513008
0.0278221 0.0603574
0.0311444 0.0543494
0.0325362 0.051332
0.0281026 0.0569973
0.0401769 0.0554295
0.0283847 0.055326
0.100828 0.0962687
0.057382 0.0665196
0.0428267 0.0583443
0.0353038 0.0521764
0.0312426 0.0510883
0.0379041 0.0568176
0.0272862 0.0479881
0.026895 0.0564729
0.0322296 0.0567306
0.0304671 0.0549247
0.0352301 0.0510214
0.035971 0.058241
0.0334312 0.057891
0.0326909 0.0598797
0.0387698 0.0549417
0.0506148 0.0559065
0.100414 0.0940305
0.0563044 0.0645249
0.0426738 0.0554838
0.0350693 0.0501359
0.0313464 0.0580606
0.0298399 0.0565094
0.0288806 0.0490135
0.0274985 0.0508603
0.0291745 0.0595464
0.0287139 0.0595377
0.0290494 0.049382
0.0269836 0.049532
0.0287875 0.0541592
0.0278973 0.0540873
0.0360517 0.0526794
0.0296819 0.0555071
0.101391 0.101602
0.0601447 0.0671247
0.0416579 0.0518679
0.039299 0.0506084
0.0296297 0.060448
0.0287988 0.0478363
0.0269724 0.0487397
0.027519 0.0483974
0.0287147 0.0496787
0.0266167 0.0490292
0.0277084 0.053572
0.028217 0.061155
0.0320946 0.0549671
0.0291088 0.051476
0.0288754 0.0545296
0.0401042 0.0604124
0.103375 0.0934002
0.0575225 0.0668318
0.0424 0.0570653
0.0346971 0.052399
0.0417798 0.0501823
0.0299104 0.0571885
0.0318514 0.0534728
0.0293331 0.0500108
0.0250018 0.0477921
0.0346988 0.0507784
0.0321121 0.0490089
0.0285052 0.0529722
0.0276814 0.0557619
0.0381213 0.0553417
0.0376574 0.0538573
0.0289865 0.0527545
0.100246 0.100873
0.0584612 0.0607427
0.0423305 0.0559829
0.0360097 0.0521199
0.0346131 0.0582205
0.0357552 0.0470253
0.0281998 0.048041
0.0481734 0.0515325
0.0310614 0.0533778
0.0266177 0.0533913
0.0313119 0.0492131
0.0276919 0.0493138
0.0284861 0.0488263
0.0283613 0.0508732
0.0270222 0.052055
0.0281374 0.0585378
0.100055 0.144766
0.0536916 0.0661744
0.0431016 0.0553696
0.0338938 0.0642304
0.0401501 0.0491181
0.0289052 0.0565705
0.0372004 0.053214
0.0318901 0.0487804
0.0285244 0.0556511
0.0302449 0.0528518
0.0330173 0.0495295
0.0256485 0.0508585
0.0262202 0.051577
0.0280587 0.0544103
0.0277825 0.0572325
0.0274961 0.0534539
0.100627 0.0915167
0.0570681 0.0675874
0.0422329 0.0568399
0.0418482 0.0521352
0.029758 0.0586298
0.0294717 0.0533104
0.0374066 0.05375
0.0311437 0.048193
0.0276883 0.0516453
0.028576 0.0495045
0.0282892 0.0486746
0.0269532 0.0504807
0.0267416 0.0529011
0.0287545 0.0539716
0.0348809 0.0578613
0.0294884 0.0583954
0.0988659 0.103408
0.0575223 0.0637534
0.0495755 0.0562464
0.0359897 0.0521538
0.0329586 0.0602485
0.0310826 0.0535605
0.0295328 0.0492771
0.0316264 0.0483218
0.0286618 0.0498803
0.0287172 0.0509807
0.0279893 0.0539465
0.0347315 0.0528304
0.034775 0.0555833
0.0359867 0.0598462
0.0339273 0.0627529
0.0358509 0.0563133
0.105288 0.099988
0.0557995 0.0669598
0.0423986 0.0554419
0.0348323 0.0514593
0.0314977 0.0575324
0.0380589 0.0490074
0.0292707 0.0600623
0.046253 0.0611135
0.0318912 0.0526934
0.0352004 0.0492296
0.0267205 0.0557358
0.0274865 0.0554923
0.0331077 0.0570522
